original_name,suggested_db_id,description,size
0c552577f014439b94fbd30c9d8b86d6,modern_residential_house_01,"A 3D model of a modern, two-story residential house. The exterior features a white, textured facade on the lower level and dark horizontal slats on the upper level. It has a flat roof with a green garden terrace. The interior layout includes a living room with a sofa and TV, a kitchen, a bedroom with a double bed, a bathroom, and a staircase. The ground floor opens onto a patio with outdoor furniture, and the property is surrounded by trees.","""[19.214, 6.691, 24.383]"""
0c6606d3cdf5446d8055f19140f68377,naval_gun_01,"A low-poly 3D model of a heavy gun, likely a naval cannon or turret weapon. It features a long, rectangular prism-shaped barrel extending horizontally, a boxy receiver housing at the rear, and a circular mounting base on a square platform. The object is rendered in a uniform matte grey color, simulating metal.","""[5.101, 1.586, 2.000]"""
0c82f76750a4437f857b13ec51dd9c43,blocky_robot_01,"A stylized, blocky robot or droid with a pale yellow and red color scheme. The head is a rectangular prism featuring two large, circular optical sensors on the front face and two thin antennas protruding from the top rear. The torso is a rectangular block with a central cutout, connected to a neck. It has segmented arms and legs with red accents on the joints and limbs. The feet are flat and rectangular, designed for standing.","""[0.747, 2.226, 0.875]"""
0c8cd63076de4f7f84fe0148cbcd25fd,smartwatch_display_01,A smartwatch with a round black screen and blue metallic casing is mounted on a white display stand. The watch is secured by a grey band looped around the stand's vertical post. The stand features a trapezoidal base.,"""[0.914, 1.562, 1.342]"""
0cb51456d8ad4f6594d1bfe3fda54ac1,white_ornate_ceiling_light,"A white, flush-mount ceiling light fixture with a semi-spherical bowl shape. The rim features an intricate, repeating geometric relief pattern resembling diamonds or floral motifs. A small, ornate finial hangs from the center bottom. The superior view confirms a circular geometry, consistent with a ceiling-mounted lamp.","""[480.578, 247.451, 480.635]"""
0cda3d6ad16a4877afaedfbde620053d,stone_handaxe_01,"A greyish stone handaxe or large flake tool. The object has an elongated, roughly triangular shape with a pointed apex and a broader base. The surface is textured with visible flake scars and knapping marks, indicating it was struck from a core. The lateral view reveals a thin, blade-like cross-section with a sharp edge, suggesting it was used for cutting or scraping. The material appears to be chert or flint.","""[0.263, 0.371, 0.146]"""
0cf6d9c1f9cd432994dc3c6062e5d569,unknown_object,Unrecognizable or abstract object.,"""[855.159, 865.213, 1948.552]"""
0d069611a95749aa98ca48664a72c4cb,white_bridge_01,"A white, rectangular bridge or walkway structure featuring a central staircase with horizontal treads and vertical railings. The bridge has angled extensions at both ends, creating a wing-like shape in the top-down view. The side view reveals a tall vertical section on one end, suggesting an elevated platform or a high support wall, while the other end appears lower with stairs leading up.","""[541.380, 252.739, 230.507]"""
0d08c3fe858540f99e2d0cbe52e75f9a,voxel_robot_blue_01,"A blue, boxy robot character rendered in a voxel art style, resembling a low-poly 3D model. The robot features a rectangular blue head and torso with a yellow face displaying simple eyes and a mouth. It has a white collar with a diamond-shaped emblem, blocky white hands, and an antenna protruding from the top of its head. The character stands atop a grey, rocky mound, with a small tool-like object lying on the ground near its feet. The material appears to be digital blocks with pixelated textures.","""[5.571, 6.322, 5.571]"""
0d1d4aeb650e4792a17d5fe92c8d6060,rock_arch_formation_01,"A low-poly 3D model assembly featuring a large, beige rock formation with a central archway or cave entrance. The rock structure sits atop a base composed of green rectangular platforms. Two stylized human figures are included in the scene: one figure in a purple jacket and yellow pants stands near the arch, while another figure in a pink jacket and blue pants stands on a green platform to the right. The geometry is blocky and angular, characteristic of low-poly game assets.","""[0.923, 0.882, 0.902]"""
0d3ccab55b724ca6a5c87881d16b4d58,stone_axe_head_01,"A rough-hewn stone axe head crafted from coarse-grained rock. The object features a roughly rectangular profile with a central perforation near the top designed for hafting onto a wooden handle. The surface is heavily pitted and textured, showing signs of weathering and age. The tool tapers slightly towards the bottom edge.","""[0.657, 0.844, 0.454]"""
0d3f7cbb2bb04d2dadb753d5b8526b77,unknown_object,Unrecognizable or abstract object.,"""[0.030, 0.056, 0.030]"""
0d4df6e91706474db23a4736b693ca7c,helipad_01,"A flat, rectangular concrete or asphalt platform featuring a standard helipad marking, characterized by a large circle with an 'H' inside. The surface has a rough, paved texture and includes adjacent rectangular structures or markings on the left side. The object is a thin, slab-like geometry, consistent with a rooftop or ground-level landing zone.","""[1.099, 0.144, 1.055]"""
0d51b5b5444c4f08841dedb5cebf14d7,blue_white_baseball_cap_01,"A 3D model of a baseball cap featuring a two-tone color scheme. The brim and the rear portion of the crown are a solid blue, while the front panel and top button area are white. The object has a smooth, slightly glossy surface texture. It possesses a standard curved brim and a rounded crown structure.","""[180.059, 119.491, 279.137]"""
0d5af3f590ca48e2baee2426912a1614,unknown_object,Unrecognizable or abstract object.,"""[0.046, 0.159, 0.248]"""
0d67f25861d5410eae684c9a69c7ef06,staircase_01,"A vertical multi-level staircase structure featuring light-colored wooden steps and railings. The stairs wind around a central white column, connecting different floors. The design includes distinct landings, one white and one dark grey, and sits on a dark grey floor plane. A separate grey geometric shape floats above the structure, likely representing a ceiling or upper floor slab.","""[8.550, 8.537, 9.235]"""
0d7a3e8bc6d7497ea7c6537d1b777ad3,pumpkin_chariot_01,A Halloween-themed chariot featuring a large pumpkin as the main body with a carved skull face on the front. It is pulled by a skeletal horse and driven by a skeleton figure. The carriage has large wooden spoked wheels and is adorned with tentacles or vines on top. Two additional skeleton figures flank the front. The object appears to be a 3D model of a spooky vehicle.,"""[6.572, 2.642, 3.086]"""
0d7ab9ae62104f8fb5cfae808eb3ba6a,human_skull_cap_01,"A white 3D model of a human skull cap (calvaria). The object features the cranial vault with a smooth, dome-like superior surface. The frontal view reveals the upper facial structure, including distinct eye sockets (orbits) and nasal cavity area. The inferior edge is jagged and irregular, indicating a cut section rather than a complete skull with a mandible. The surface is a uniform matte white, characteristic of an untextured anatomical 3D asset.","""[152.079, 167.882, 199.003]"""
0d8279a3181b46428923989ec6a63bad,corinthian_capital_01,"A white architectural capital, likely made of plaster or stone, featuring a stepped abacus top and a decorative band of carved acanthus leaves. The object is a corner piece, designed to cap a pilaster or column at a 90-degree angle.","""[234.000, 121.009, 188.674]"""
0d82cbd4aa44404b8a033f33a178a4c4,paper_bowl_oatmeal_banana,"A white disposable paper bowl with a textured diamond pattern containing a brown porridge or oatmeal topped with sliced bananas. A reddish-brown spoon rests inside the bowl, which is placed on a sheet of light brown paper.","""[0.310, 0.133, 0.300]"""
0d8f60550abe44db849af49acc257208,medieval_knight_01,"A 3D character model of a medieval knight or soldier standing in a T-pose. The figure wears a metal helmet with a visor, a brown tunic featuring a quartered heraldic shield emblem on the chest, and metal plate armor including shoulder pauldrons, bracers, greaves, and boots. A wide leather belt with a rectangular metal buckle cinches the waist. The model appears to be a game asset designed for a fantasy or historical setting.","""[2.327, 2.180, 0.565]"""
0da7980da92e403d9db25120b579d66a,unknown_object,Unrecognizable or abstract object.,"""[11017.800, 7550.002, 3320.877]"""
0dc35eebf98c4b63946e0ce955276d10,wooden_log_01,"A weathered wooden log or large branch lying horizontally. The object features a rough, bark-like texture with natural variations in color, ranging from light tan to dark brown. The shape is elongated and irregular, typical of a fallen tree limb or trunk section, with visible knots and protrusions. Some green patches on the surface suggest the presence of moss or small vegetation.","""[4.674, 3.612, 6.762]"""
0de249fecd464db2843fafe4cadb87eb,unknown_object,Unrecognizable or abstract object.,"""[5044.000, 3515.934, 2700.002]"""
0e196e434b134051990f3ea4ae10ad71,dark_ringed_planet_01,"A dark, spherical celestial body resembling a planet, encircled by a faint, thin ring system. The planet's surface is black or very dark grey. The ring appears as horizontal streaks of light in the side views and as a subtle halo in the top-down view.","""[1.000, 1.000, 1.000]"""
